,Review,label,label_p,cleaned
20968,I love Pixel gun 3D because of the guns and other stuff that are cool.,-1,0,I love Pixel gun 3D because of the gun and other stuff that are cool 
57719,No!!!!! This game has lag and the new update sucks don't buy this pile of trash. Only the new update is a pile of trash every thing else is fine.,-1,2,No This game ha lag and the new update suck don t buy this pile of trash Only the new update is a pile of trash every thing else is fine 
305,The new update is the worst pls owner of the game make it normal,-1,4,The new update is the worst pls owner of the game make it normal 
60648,make the events cost coins...or at least make gems rewardable in deathmatch,-1,2,make the event cost coin or at least make gem rewardable in deathmatch 
17835,This game is amazing  but the control's are a bit wired you need to work on that,-1,2,This game is amazing but the control s are a bit wired you need to work on that 
49084,You made pixel gun into a scrap pile make it how it used to be its no good and it harder to get coins plus you ruined co ok survives  now you got to join a regular game surver please make pixel guns great again,-1,0,You made pixel gun into a scrap pile make it how it used to be it no good and it harder to get coin plus you ruined co ok survives now you got to join a regular game surver please make pixel gun great again 
1700,Great game love everything about it but I wish that that chest rewards won't all ways the same thing,-1,2,Great game love everything about it but I wish that that chest reward won t all way the same thing 
22222,It's a great game 10 out of 10,-1,0,It s a great game 10 out of 10 
5666,Great game but sometimes it won't let me play the big action minigames but it's good all together,-1,4,Great game but sometimes it won t let me play the big action minigames but it s good all together 
12509,Make things cheaper,-1,0,Make thing cheaper 
8946,"The game had turned into a pay to win place where kids steal their mom's credit cards and buy guns killing people under two seconds I am tired of my 120 coin cost weapon doing nothing to medium golden armor but guns that are bought with gem basically f*cks your armor and does the same to you in a blink of an eye This game used to be nice, like very nice, but now It is a guide of how to get cancer Trying to earn coins is hard and upgrades cost way too much, so does the guns, also matchmaking's no fair too, I personally don't love it when I get killed by a 30 level person and I don't want to mention the data sync thing it does not work, I miss my old account so much but it doesn't give my things back when I log in using that account but the mini games are cool, and it'd be better if you added more maps to sandbox",-1,2,The game had turned into a pay to win place where kid steal their mom s credit card and buy gun killing people under two second I am tired of my 120 coin cost weapon doing nothing to medium golden armor but gun that are bought with gem basically f cks your armor and doe the same to you in a blink of an eye This game used to be nice like very nice but now It is a guide of how to get cancer Trying to earn coin is hard and upgrade cost way too much so doe the gun also matchmaking s no fair too I personally don t love it when I get killed by a 30 level person and I don t want to mention the data sync thing it doe not work I miss my old account so much but it doesn t give my thing back when I log in using that account but the mini game are cool and it d be better if you added more map to sandbox 
1587,Awesome but please add in super  good guns but cheap and also better guns for deadly games thing I refer to it as gun game,-1,2,Awesome but please add in super good gun but cheap and also better gun for deadly game thing I refer to it a gun game 
42455,I rate a 4 because my game is lagging a lot in my gameplay and you guys havent added the 4th campaign world,-1,2,I rate a 4 because my game is lagging a lot in my gameplay and you guy havent added the 4th campaign world 
13818,How am I supposed to play a game if it won't even let me download it?,-1,4,How am I supposed to play a game if it won t even let me download it 
45473,So cool although I wish it didn't give me the same pet 70% of the time,-1,0,So cool although I wish it didn t give me the same pet 70 of the time 
32081,I cant press armory button anymore I am level 17 and I had a bunch of weapons that cost gems fix and I rate 5 stars,-1,0,I cant press armory button anymore I am level 17 and I had a bunch of weapon that cost gem fix and I rate 5 star 
29360,Idk im gonna retry it since ive change my device rom to a custom one hope it fix the lag problem,-1,2,Idk im gon na retry it since ive change my device rom to a custom one hope it fix the lag problem 
15439,Its a great game over all but if you whant to improve your great game maby think of making the lucky chest less riged and to make The lucky chest drop more weapons and other random items except for Skins and coins because it's like if it's riged because almost every time IT drops coins and skins so that's what I think is how you can improve your video game overall and it's a great game don't get me wrong and I hope you guys can make this a better game in the future thanks,-1,2,Its a great game over all but if you whant to improve your great game maby think of making the lucky chest le riged and to make The lucky chest drop more weapon and other random item except for Skins and coin because it s like if it s riged because almost every time IT drop coin and skin so that s what I think is how you can improve your video game overall and it s a great game don t get me wrong and I hope you guy can make this a better game in the future thanks 
51808,If u uninstall it will u lose everything?,-1,0,If u uninstall it will u lose everything 
29775,"The game is exciting and fun but when I open the chest all I am getting are coins,gems,and skins please increase the chance of getting weapons",-1,2,The game is exciting and fun but when I open the chest all I am getting are coin gem and skin please increase the chance of getting weapon 
7296,"the controls are to hard to use unless you have long fingers,it's almost impossible to get a weapon even the weapon right after the starter weapons, aming is horrible,and if you loose a match it's like a kick to the face",-1,2,the control are to hard to use unless you have long finger it s almost impossible to get a weapon even the weapon right after the starter weapon aming is horrible and if you loose a match it s like a kick to the face 
14989,I love it but the down side is that i want new maps plz,-1,2,I love it but the down side is that i want new map plz 
1138,It want 't let me play,-1,0,It want t let me play 
53988,"I Love this game but this update really sucks to kill a person that is using heavy champion armour with a really overpriced weapon is easy and the mythical weapon grade but the guns I have is pro but can't kill a single guy using like golden friend, deadly beat, champion solar cannon, etc and remove the levels of the guns that is pretty annoying to see that",-1,2,I Love this game but this update really suck to kill a person that is using heavy champion armour with a really overpriced weapon is easy and the mythical weapon grade but the gun I have is pro but can t kill a single guy using like golden friend deadly beat champion solar cannon etc and remove the level of the gun that is pretty annoying to see that 
9211,I don't know.,-1,0,I don t know 
24687,Its way too hard to get coins,-1,0,Its way too hard to get coin 
29490,It's the best but I lost my money I had 300 dollars on the game and it's gone so can you guys give me that same amount of money,-1,0,It s the best but I lost my money I had 300 dollar on the game and it s gone so can you guy give me that same amount of money 
8484,OK FIX THE MEGA GUN AND SUPERCHARGED RIFLE THEY ARE ALL ONE SHOT KILL CAN YOU PLEASE MAKE ALL THE GUNS SKILLFUL. I GET KILLED IMMEDIATELY FROM THEM FIX THESE GUNS,-1,0,OK FIX THE MEGA GUN AND SUPERCHARGED RIFLE THEY ARE ALL ONE SHOT KILL CAN YOU PLEASE MAKE ALL THE GUNS SKILLFUL I GET KILLED IMMEDIATELY FROM THEM FIX THESE GUNS 
21344,It's very fun to play but you can't go on armory when a match or sandbox  plz put it in again,-1,0,It s very fun to play but you can t go on armory when a match or sandbox plz put it in again 
50935,I was baned for no reason dont play if yoh dont want to be banned for absolutely no reason,-1,2,I wa baned for no reason dont play if yoh dont want to be banned for absolutely no reason 
40085,"Why did you add the combat level it is actually killing me (because it is hard to kill the enemy) and my gameplay ruins because you added that and why all good weapons cost gems then actually we gonna spend a lots and lots of dollar to get into level 38, I hate that.",-1,0,Why did you add the combat level it is actually killing me because it is hard to kill the enemy and my gameplay ruin because you added that and why all good weapon cost gem then actually we gon na spend a lot and lot of dollar to get into level 38 I hate that 
41895,"You guys ruined the game with the new mechanics. i actually tested the guns on my other phone too and now the most expensive guns were even nerfed. It says I have the most powerful guns yet it still is like bringing a pillow to a gunfight. I lost my league because it is so hard to get a kill, and on top of that the lag is unbelievable!! People have been able to shoot my delayed body!! I'm pretty sure that if you guys keep up with these game-ruining updates, then me and plenty of other people will stop playing this game. Meaning less money for you. I really hope you guys fix this.",-1,2,You guy ruined the game with the new mechanic i actually tested the gun on my other phone too and now the most expensive gun were even nerfed It say I have the most powerful gun yet it still is like bringing a pillow to a gunfight I lost my league because it is so hard to get a kill and on top of that the lag is unbelievable People have been able to shoot my delayed body I m pretty sure that if you guy keep up with these game ruining update then me and plenty of other people will stop playing this game Meaning le money for you I really hope you guy fix this 
49613,Its just greatest,-1,0,Its just greatest 
5368,The game was amazing before this happened. Everytime i try to play it tells me there is an update and i have to update to play and when i press update it gets me to google play store and i couldbt find any update button to update,-1,2,The game wa amazing before this happened Everytime i try to play it tell me there is an update and i have to update to play and when i press update it get me to google play store and i couldbt find any update button to update 
8276,Fun but takes my money and gems away,-1,0,Fun but take my money and gem away 
44614,About a year ago I downloaded this game and spent a lot of money on it. I deleted it because the wasnt much to do on it. About a month ago I redownloaded it and im obsessed. I havent spent a single penny and im still one of the best. Thank u.,-1,0,About a year ago I downloaded this game and spent a lot of money on it I deleted it because the wasnt much to do on it About a month ago I redownloaded it and im obsessed I havent spent a single penny and im still one of the best Thank u 
38145,I have 22290202 coins and diemand,-1,0,I have 22290202 coin and diemand 
26767,"Game used to be good, the predator now sucks takes 6 hits to kill someone cant win uninstall",-1,0,Game used to be good the predator now suck take 6 hit to kill someone cant win uninstall 
27648,I just wish u could bring the old pixel gun back,-1,0,I just wish u could bring the old pixel gun back 
37271,"Spent 50 dollars on my ipad, now it wont let me connect to my ipad acount",-1,0,Spent 50 dollar on my ipad now it wont let me connect to my ipad acount 
45834,Cubic games you broke this game &gt;:(,-1,2,Cubic game you broke this game gt 
10632,Well for starters I couldn't even join the game because it didn't show the loading bar when i pressed the app.,-1,2,Well for starter I couldn t even join the game because it didn t show the loading bar when i pressed the app 
60046,plz let me remove my ugly armor ;-;,-1,0,plz let me remove my ugly armor 
18973,"I used to love this game, playing since 2016. I don't like it anymore because custom sandbox lobbies were removed.",-1,0,I used to love this game playing since 2016 I don t like it anymore because custom sandbox lobby were removed 
8083,Its awsome with my guns i win almost all the time i play,-1,2,Its awsome with my gun i win almost all the time i play 
18415,"I am an old veteran and lost my account without a single response back from my multiple emails, however that is not the main point. In the middle of matches, it constantly kicks me, ensuring that I get no reward. I can't make any progress.",-1,0,I am an old veteran and lost my account without a single response back from my multiple email however that is not the main point In the middle of match it constantly kick me ensuring that I get no reward I can t make any progress 
11250,"Quite a few problems, and im sure lots of people have the same opinion! ""Stunning FPS"" Yes you do! So stunning that noone can move, and the game isnt really fair, once you have a better gun then everyone else... gg, they will kill you no matter what, you can barley save up to get that stuff because they are already Killing you with said stuff (not saying to remove it, but the Minigun Shotgun is a perfect example)",-1,3,Quite a few problem and im sure lot of people have the same opinion Stunning FPS Yes you do So stunning that noone can move and the game isnt really fair once you have a better gun then everyone else gg they will kill you no matter what you can barley save up to get that stuff because they are already Killing you with said stuff not saying to remove it but the Minigun Shotgun is a perfect example 
59989,"I played it for years, became crystal league and was really good, at one point I deleted it and it sent me back to wooden league. I have just become a level 27 and I was really happy and felt like I was finally really good at the game but then they brought out this new update which ruins the armoury so I don't even know what a guns max efficiency is so I don't know if I should get it and all my weapons have been superseded or get upgraded at level 32 and the campaign has become way harder because I used to just play megalopolis for fun but now it's too hard and my armour has somehow got worse since the update",-1,2,I played it for year became crystal league and wa really good at one point I deleted it and it sent me back to wooden league I have just become a level 27 and I wa really happy and felt like I wa finally really good at the game but then they brought out this new update which ruin the armoury so I don t even know what a gun max efficiency is so I don t know if I should get it and all my weapon have been superseded or get upgraded at level 32 and the campaign ha become way harder because I used to just play megalopolis for fun but now it s too hard and my armour ha somehow got worse since the update 
45051,Lol I know that the company is the best. If you have to do it for the first time I will update,-1,0,Lol I know that the company is the best If you have to do it for the first time I will update 
57419,"When i install this game again,when i opened it i can't click on anything!! Cubic.Games if your reading this please fix this bug and i will rate 5 stars if u fix this bug TY.  EDIT:ALSO WHY DA FUQ CANT I SEE THE LOGO CHANGE?? AND I ONLY SAW THE NEW MAP AND GADGET AND NO GUNS...FIX THIS NOW!",-1,4,When i install this game again when i opened it i can t click on anything Cubic Games if your reading this please fix this bug and i will rate 5 star if u fix this bug TY EDIT ALSO WHY DA FUQ CANT I SEE THE LOGO CHANGE AND I ONLY SAW THE NEW MAP AND GADGET AND NO GUNS FIX THIS NOW 
48349,SCAMMERS I HAD 900 COINS AND 200 GEMS THEN I ONLY HAD 5 COINS AND 2 GEMS GIMME MY MONEY BACK,-1,2,SCAMMERS I HAD 900 COINS AND 200 GEMS THEN I ONLY HAD 5 COINS AND 2 GEMS GIM ME MY MONEY BACK 
15340,Plz A New world in Capmaign because i want to see wut happens when u become a bug plz plz,-1,2,Plz A New world in Capmaign because i want to see wut happens when u become a bug plz plz 
31681,"The matching system in this game is horrible. I am now a medium player facing professional game players cause I'm lvl 27. Otherwise, ok.",-1,0,The matching system in this game is horrible I am now a medium player facing professional game player cause I m lvl 27 Otherwise ok 
35364,They should add more awesome features and weapons,-1,0,They should add more awesome feature and weapon 
40280,I like the game but the new update sucks.,-1,2,I like the game but the new update suck 
6091,Please fix it for android 5.1 it's always lag and disconnect me in middle on all online battle/sandbox and when I play music its always crush my music app  when i turn it on... and I will give 5 star,-1,0,Please fix it for android 5 1 it s always lag and disconnect me in middle on all online battle sandbox and when I play music it always crush my music app when i turn it on and I will give 5 star 
45463,"I played back when there were only the loveable coins, non of those disgusting gems. TAKE AWAY THE GEMS!!!!!!!!!! Keep coins only it may seem lame for business for a short bit, but it will be great later. TRUST ME ON THIS ONE I KNOW IT WILL WORK!!!! :' -(  I vish it was back to de wae it vas.",-1,2,I played back when there were only the loveable coin non of those disgusting gem TAKE AWAY THE GEMS Keep coin only it may seem lame for business for a short bit but it will be great later TRUST ME ON THIS ONE I KNOW IT WILL WORK I vish it wa back to de wae it va 
21640,"I think this is actually a very good pixelated fps game, but I have two problems. 1. My previous phone spoiled so I played Pixel Gun 3D on another phone. But I couldn't retrieve my data even though I logged into my Google Play Games account! I sync my data everytime I play my game, and I checked the Google Play Games app. Last time Pixel Gun 3D was on the list of downloaded games. Now it's not! PLEASE! I beg you! Fix this! 2. When new weapons come out, some are expensive but aren't very powerful! Try to make it cheaper, it would help Other than that, Pixel Gun is a really good game!",-1,4,I think this is actually a very good pixelated fps game but I have two problem 1 My previous phone spoiled so I played Pixel Gun 3D on another phone But I couldn t retrieve my data even though I logged into my Google Play Games account I sync my data everytime I play my game and I checked the Google Play Games app Last time Pixel Gun 3D wa on the list of downloaded game Now it s not PLEASE I beg you Fix this 2 When new weapon come out some are expensive but aren t very powerful Try to make it cheaper it would help Other than that Pixel Gun is a really good game 
42506,What you guys could add a place where u could exchange parts for gems or coins or trade weapons for gold or make a way to transfer gold into a certain amount of gems  Like 75 gold = 20 gems,-1,2,What you guy could add a place where u could exchange part for gem or coin or trade weapon for gold or make a way to transfer gold into a certain amount of gem Like 75 gold 20 gem 
15537,Ummmm what the hell cubic games first you made the judge be horrible and know u literally made pixel gun the worst the VIP is for one hour last update was 24 hours I played pixel gun for 4 years and this is the worst if you guys can't make the weapons cheaper or affordable everyone will eventually get sick of this game. If u level up this equals 10 - 24 gems count that the good weapons are 360 gems that will make 15 or 20 levels just for that gun that is not affordable U MAKE PIXEL GUN MORE HORRIBLE EVERY DAY CHANGE THIS ILL GIVE 5 STAR. FOR EVERYTHING,-1,4,Ummmm what the hell cubic game first you made the judge be horrible and know u literally made pixel gun the worst the VIP is for one hour last update wa 24 hour I played pixel gun for 4 year and this is the worst if you guy can t make the weapon cheaper or affordable everyone will eventually get sick of this game If u level up this equal 10 24 gem count that the good weapon are 360 gem that will make 15 or 20 level just for that gun that is not affordable U MAKE PIXEL GUN MORE HORRIBLE EVERY DAY CHANGE THIS ILL GIVE 5 STAR FOR EVERYTHING 
26456,Love the new update but you gotta do better the weopons👍,-1,4,Love the new update but you got ta do better the weopons 
34267,add a gadget that can slow everything down even bullets and also make the black also pull bullets I and add a trap wich pulls u in summons lightning on to you,-1,2,add a gadget that can slow everything down even bullet and also make the black also pull bullet I and add a trap wich pull u in summons lightning on to you 
4703,Please give me 11000 gems and 1100000 coins please  I am 6 years old,-1,2,Please give me 11000 gem and 1100000 coin please I am 6 year old 
24220,It's is the best game add a little more for a mini game use knives to play win the winner go vs another,-1,2,It s is the best game add a little more for a mini game use knife to play win the winner go v another 
32713,Need better control over the characters,-1,2,Need better control over the character 
6068,Update mod yourself!!!!!OR I WILL DELETE THIS GAME!,-1,0,Update mod yourself OR I WILL DELETE THIS GAME 
51592,"The game used to be so much fun, after I unistalled it and downloaded it again, sounds strange, my guns, armor, etc dissapeared and I couldn't even get it back, I spent like £100 on it, please try and solve this,",-1,0,The game used to be so much fun after I unistalled it and downloaded it again sound strange my gun armor etc dissapeared and I couldn t even get it back I spent like 100 on it please try and solve this 
50778,It its trash it takes up to mutch space it's boring and it is completely has anoyying controles,-1,0,It it trash it take up to mutch space it s boring and it is completely ha anoyying controles 
16286,Get the game now plz its sooo amazing!,-1,2,Get the game now plz it sooo amazing 
49604,Im very love this game and plese for new update please be a tank,-1,4,Im very love this game and plese for new update please be a tank 
11091,"put the last campaing map, ill give u 5 stars, you usrd to be the best free game but yiu ruined it with the chests and the pets",-1,0,put the last campaing map ill give u 5 star you usrd to be the best free game but yiu ruined it with the chest and the pet 
51979,You  stole the reward system from war robots and on going to tell war robots about it,-1,0,You stole the reward system from war robot and on going to tell war robot about it 
50465,Finally great update,-1,0,Finally great update 
25702,Its awsome with the new clan wars,-1,0,Its awsome with the new clan war 
7493,Umm if u could can you make thing alot cheaper everything so expensive and also can u put more things to do that are offline,-1,0,Umm if u could can you make thing alot cheaper everything so expensive and also can u put more thing to do that are offline 
55322,I really hate this new update thats why im giving it a 4*,-1,4,I really hate this new update thats why im giving it a 4 
35398,Why you have to nerf weapon,-1,0,Why you have to nerf weapon 
17461,I couldn't log on bcuz it will just hang,-1,0,I couldn t log on bcuz it will just hang 
24689,I NEED SELL OPTION PLZ,-1,0,I NEED SELL OPTION PLZ 
33412,It is horrible,-1,0,It is horrible 
26771,This game is awesome but the latest update took away my diamonds! I have 469 and updated the game then had 53!!! Plz give them back.,-1,2,This game is awesome but the latest update took away my diamond I have 469 and updated the game then had 53 Plz give them back 
57708,I used to love this game honestly but the update made everything so much more expensive and it threw many hours of time and work and my experience in the game has been made not fun anymore so if you have the last version don't update it please,-1,0,I used to love this game honestly but the update made everything so much more expensive and it threw many hour of time and work and my experience in the game ha been made not fun anymore so if you have the last version don t update it please 
60310,E bom,-1,0,E bom 
12416,You shod lower the price of the mini gun,-1,2,You shod lower the price of the mini gun 
54561,Fricking all wYs lagging so ether I lose or I die beacause it lags so much,-1,0,Fricking all wYs lagging so ether I lose or I die beacause it lag so much 
53967,This company is a pile of garbage. They steal your currency and when you request a refund they ignore you. DON'T PAY FOR ANYTHING UNLESS YOU WANT YOUR MONEY TO GO DOWN THE DRAIN. 4.5 stars is SERIOUSLY overrated. Curse this POS company.,-1,3,This company is a pile of garbage They steal your currency and when you request a refund they ignore you DON T PAY FOR ANYTHING UNLESS YOU WANT YOUR MONEY TO GO DOWN THE DRAIN 4 5 star is SERIOUSLY overrated Curse this POS company 
14186,"I loved it!!! Keep on the good work!,  Request: Can you add boot editor so we can create our boots by ourselfes!",-1,2,I loved it Keep on the good work Request Can you add boot editor so we can create our boot by ourselfes 
1901,Weapons are too expensive,-1,0,Weapons are too expensive 
15956,Can't update it,-1,0,Can t update it 
59062,I got 100 gems on the exoskeleton and a card said FREE and i taped on it and now i`m broke,-1,2,I got 100 gem on the exoskeleton and a card said FREE and i taped on it and now i m broke 
60614,"WHAT HAPPENED?! When I was little, I used to play this game a lot, but, I left the game to come back to see the game in worse condition than when I left, cybic.games, please bring back the progress from upgrading guns, it was my favorite part of the game, but please, keep the upgrade system. Just change how the guns look when you reach a new star, please",-1,2,WHAT HAPPENED When I wa little I used to play this game a lot but I left the game to come back to see the game in worse condition than when I left cybic game please bring back the progress from upgrading gun it wa my favorite part of the game but please keep the upgrade system Just change how the gun look when you reach a new star please 
41521,Only a fool would say it's bad,-1,0,Only a fool would say it s bad 
39793,Hello can you please made a balance i cant play on a 27 level and all bought a santas gun anb kill please made a balanse all donate,-1,0,Hello can you please made a balance i cant play on a 27 level and all bought a santa gun anb kill please made a balanse all donate 
48955,"Rat hay, map moi rat dep nhung can them che do",-1,0,Rat hay map moi rat dep nhung can them che do 
29565,I like pixel gun 3d because you can get a powerful guns for free😎😀,-1,0,I like pixel gun 3d because you can get a powerful gun for free 
512,Trash,-1,0,Trash 
45883,I love the new updates wayyy better then the old ones also I have a question please make world four on campaign I have finishined all the campaign and I would love the new story so yeah also ban killerwhale666,-1,2,I love the new update wayyy better then the old one also I have a question please make world four on campaign I have finishined all the campaign and I would love the new story so yeah also ban killerwhale666 
53244,Worst update ever!!! You guys have  become greedy. And i really mean it. What with everything being overpriced. Plus all the guns are nerfed down. You know what .....this update wasnt even needed . You guys have launched the absolutely worst update in history of pg 3d. I know my revoew doesnot even matter but i wish millions of people do the same and then u will realize that money isnt everything. Greedy peeps!!!!!!,-1,4,Worst update ever You guy have become greedy And i really mean it What with everything being overpriced Plus all the gun are nerfed down You know what this update wasnt even needed You guy have launched the absolutely worst update in history of pg 3d I know my revoew doesnot even matter but i wish million of people do the same and then u will realize that money isnt everything Greedy peep 
14792,"This game sucks becuz the update and u need alot off gem and coins and the update is sucks very much I can't even use the anti hero rifli and I need alot of gems to upgrade your game sucks no body like your game if u fix this update and u need to be batter game I think Minecraft are batter becuz Minecraft had mods and I comment in Twitter you won't chat back and fix I got cheat detected without any reason I don had alot of gems and coins and I had 1,678 coins and 356 gems and I just keep it then cheat detected. And now I want to hack becuz of you and I hate your app",-1,3,This game suck becuz the update and u need alot off gem and coin and the update is suck very much I can t even use the anti hero rifli and I need alot of gem to upgrade your game suck no body like your game if u fix this update and u need to be batter game I think Minecraft are batter becuz Minecraft had mod and I comment in Twitter you won t chat back and fix I got cheat detected without any reason I don had alot of gem and coin and I had 1 678 coin and 356 gem and I just keep it then cheat detected And now I want to hack becuz of you and I hate your app 
50908,To op weapons I hate it when people use op I'll delete,-1,0,To op weapon I hate it when people use op I ll delete 
9478,ITS AWSOME PUT A DRAGON SWORD IN IT AND LIGHTING SWORD PLEASE REPLAY PLEASE PLEASE PLEASE PUT THESE STUFF IN PIXEL GUN,-1,0,ITS AWSOME PUT A DRAGON SWORD IN IT AND LIGHTING SWORD PLEASE REPLAY PLEASE PLEASE PLEASE PUT THESE STUFF IN PIXEL GUN 
50626,A lot of hackers,-1,0,A lot of hacker 
21581,"Take off these guns or lower the efficiency, because people spam with these guns smh, little Cthulhu and Adamant bomber. Can you lower the weapon's weight, too??",-1,2,Take off these gun or lower the efficiency because people spam with these gun smh little Cthulhu and Adamant bomber Can you lower the weapon s weight too 
57002,"This game is great. Especialy you add cool feaututure. I played this a long time ago theres no update like this, but hey! it got better  THANK FOR MAKING THIS GAME:)",-1,2,This game is great Especialy you add cool feaututure I played this a long time ago there no update like this but hey it got better THANK FOR MAKING THIS GAME 
20983,It a good game but they should make the things cheaper,-1,2,It a good game but they should make the thing cheaper 
17266,"I like this game game very much,I started to play this game when I was 6.the old to new version is very fun,but it haven't had what I want end.on arena after wave 8 all the monster are still same.plus were is world 4 coming at campaign. And now the upgrade are too expensive and a lot of my favorite multiplayer map are not in this game anymore especially Atlantis and inside the code .I have solution,why don't you put special attack to all guns create a 100 energy special attack like overwatch.overwatch is a gun game. Anyways create overwatch weapon,skin and gadget.back to the point some things are too op and expensive.plus why did you put stars if you do that everyone will buy the same op and cheap gun Back to arena why don't you give up 23 gem and 50 coin when we complete wave 100.that's why I rate 3 stars.",-1,2,I like this game game very much I started to play this game when I wa 6 the old to new version is very fun but it haven t had what I want end on arena after wave 8 all the monster are still same plus were is world 4 coming at campaign And now the upgrade are too expensive and a lot of my favorite multiplayer map are not in this game anymore especially Atlantis and inside the code I have solution why don t you put special attack to all gun create a 100 energy special attack like overwatch overwatch is a gun game Anyways create overwatch weapon skin and gadget back to the point some thing are too op and expensive plus why did you put star if you do that everyone will buy the same op and cheap gun Back to arena why don t you give up 23 gem and 50 coin when we complete wave 100 that s why I rate 3 star 
51275,I love it .it can help with long trip,-1,0,I love it it can help with long trip 
39238,This game is so trash it keeps on crashing everytime #shittygame,-1,1,This game is so trash it keep on crashing everytime shittygame 
22292,this is actually good! I Got Addicted to it 😇,-1,0,this is actually good I Got Addicted to it 
18171,Hate hate hate,-1,0,Hate hate hate 
52097,Ok now hey pixel gun 3D make a update but is gonna be special make the new update the mini games are tycoon games and gold rush that is the mini games and the online battle games are unknown battle ground and death run and zombie survival and murder vs survivors okay this games are for the new update plz read all of my notes and make it to be real plz I know you can do all of this the creater of the game plz do it because is so awesome thank you and do it,-1,4,Ok now hey pixel gun 3D make a update but is gon na be special make the new update the mini game are tycoon game and gold rush that is the mini game and the online battle game are unknown battle ground and death run and zombie survival and murder v survivor okay this game are for the new update plz read all of my note and make it to be real plz I know you can do all of this the creater of the game plz do it because is so awesome thank you and do it 
58685,I really like the game but when i got the update i lost 121 gems!!! I was gonna buy the judge and now im sad😔 . i really hope you can help me! I know you will not see this but its worth a try. Have a good day 👍. Goodbye!👋,-1,0,I really like the game but when i got the update i lost 121 gem I wa gon na buy the judge and now im sad i really hope you can help me I know you will not see this but it worth a try Have a good day Goodbye 
4775,I loved this game but now the game in my opinion took a turn for the worse all the new things getting added at the same time all the new stuff the game is really unbalanced you have people with revives and one shots against people with weapons not a mile toward them if these are fixed the game would be much more enjoyable if you read this I thank you,-1,2,I loved this game but now the game in my opinion took a turn for the worse all the new thing getting added at the same time all the new stuff the game is really unbalanced you have people with revives and one shot against people with weapon not a mile toward them if these are fixed the game would be much more enjoyable if you read this I thank you 
14042,Yeah well not bad controls could be fixed a little,-1,4,Yeah well not bad control could be fixed a little 
37124,Short shot is bad long range brill,-1,0,Short shot is bad long range brill 
58328,It will not let me do the weapon lottery,-1,0,It will not let me do the weapon lottery 
14165,I Like  That There Are Over 200 Guns But I Hate When I Try To Get The Spark Shark But It Moves More Father,-1,0,I Like That There Are Over 200 Guns But I Hate When I Try To Get The Spark Shark But It Moves More Father 
56818,This new update is too op i cant even level up properly beacuse everyone has the method of unlimited gems and coins and its unbalance and the game is absolutely sucks now it needed more mb and op guns so that we will die easily and the armor is not good beacuse when im playing every one has good guns and i dont......,-1,4,This new update is too op i cant even level up properly beacuse everyone ha the method of unlimited gem and coin and it unbalance and the game is absolutely suck now it needed more mb and op gun so that we will die easily and the armor is not good beacuse when im playing every one ha good gun and i dont 
28610,YOU ARE THE WORST! SPAMMER TAKING THIS GAME! NO PRO ANYMORE! LMAO!!!,-1,2,YOU ARE THE WORST SPAMMER TAKING THIS GAME NO PRO ANYMORE LMAO 
21949,I want this because it give some level very fast,-1,0,I want this because it give some level very fast 
22794,"I love this to the greatest extent so smooth.But one thing is you get very little good stuff for coins it's only gems, so maybe you could possibly make gems slightly more common or even more every gems for leveling up",-1,2,I love this to the greatest extent so smooth But one thing is you get very little good stuff for coin it s only gem so maybe you could possibly make gem slightly more common or even more every gem for leveling up 
15017,More update pls and frree itemm,-1,0,More update pls and frree itemm 
11046,"OK.but ,when u level 27 its a pay to win",-1,2,OK but when u level 27 it a pay to win 
57933,My device is frozen,-1,0,My device is frozen 
27709,The game is sooooo coool!!!!! But its crashing so much :( :( :_( plz fix it,-1,1,The game is sooooo coool But it crashing so much _ plz fix it 
50357,"Dude the chest, the goddam chest I'm always getting coins that all only those coins",-1,2,Dude the chest the goddam chest I m always getting coin that all only those coin 
7362,Add new mape toxic blast plz   🙌🙌🙌👏👏,-1,2,Add new mape toxic blast plz 
4283,It tock 20 dallrs away from me u must give it back plz,-1,0,It tock 20 dallrs away from me u must give it back plz 
58611,Very awesome PVP game You have a big choices with weapons so choose smartly But the only one problem is coins and diamonds are really hard to get Have fun  :-),-1,2,Very awesome PVP game You have a big choice with weapon so choose smartly But the only one problem is coin and diamond are really hard to get Have fun 
58995,Im not liking this new update. I prefer the last update. Now the prototype and other laser weapons suck so bad😭😭😢🤧😡,-1,2,Im not liking this new update I prefer the last update Now the prototype and other laser weapon suck so bad 
30334,I was installing it and stopt and said this is nor phone or tablet,-1,0,I wa installing it and stopt and said this is nor phone or tablet 
49647,"Plz fix bugs and lags. Before the update I was playing fine. But after it it keeps on lagging. The problem with pixel gun is that they care too much on looks and attractions but not on the actual game. The art looks really good but the game lags r terrible. Are u gonna keep trying to make it look beautiful and attractive or are u going to try fix what's really inside,the game. I loved pixel gun I don't care of how it looks all I care about is what I can do in it SHOOT ENEMIES!!! PLZ FIX   Sincerely a pixel gun lover",-1,2,Plz fix bug and lag Before the update I wa playing fine But after it it keep on lagging The problem with pixel gun is that they care too much on look and attraction but not on the actual game The art look really good but the game lag r terrible Are u gon na keep trying to make it look beautiful and attractive or are u going to try fix what s really inside the game I loved pixel gun I don t care of how it look all I care about is what I can do in it SHOOT ENEMIES PLZ FIX Sincerely a pixel gun lover 
